"time","value","rank","std","r","Min","Max","Q25","Q50","Q75","PathwayID","Pathway","sign"
"0",556.166666666667,8.83333333333333,639.8360467078,6,235,1859,269,312,351.25,"map00010","Glycolysis / Gluconeogenesis","b"
"12",292.166666666667,6.16666666666667,62.262080487779,6,192,338,257,325,335.25,"map00010","Glycolysis / Gluconeogenesis","b"
"48",522,15.1666666666667,61.699270660195,6,450,602,469.25,526.5,564.25,"map00010","Glycolysis / Gluconeogenesis","a"
"CK",1057,19.8333333333333,380.566419958461,6,489,1483,822.25,1144,1311.25,"map00010","Glycolysis / Gluconeogenesis","a"
"0",10955,9,11542.0187662298,6,5072,34347,5421.5,6040.5,8271.25,"map01100","Metabolic pathways","b"
"12",6294.83333333333,6.16666666666667,1858.84355626467,6,3289,7662,5318,7385,7410.5,"map01100","Metabolic pathways","b"
"48",11309.8333333333,15.3333333333333,1891.77455492632,6,8681,14346,10470.25,11255,11898.75,"map01100","Metabolic pathways","a"
"CK",21178.3333333333,19.5,7960.25438454492,6,10361,30632,15216.5,22740,26601.25,"map01100","Metabolic pathways","a"
"0",8.66666666666667,7.75,15.4358889172819,6,0,40,2,2.5,4.5,"map05143","African trypanosomiasis","b"
"12",10.6666666666667,10.3333333333333,9.24481836850604,6,0,24,3.25,11,15.75,"map05143","African trypanosomiasis","ab"
"48",17.3333333333333,15.3333333333333,6.12100209660695,6,8,23,13.5,19,22.25,"map05143","African trypanosomiasis","ab"
"CK",21.6666666666667,16.5833333333333,11.6218185610801,6,9,43,15.75,20,22.75,"map05143","African trypanosomiasis","a"
"0",321,8.25,331.08125890784,6,147,994,175,186.5,227.25,"map01220","Degradation of aromatic compounds","b"
"12",195.666666666667,6.58333333333333,53.1588813526646,6,98,244,184,218.5,221.5,"map01220","Degradation of aromatic compounds","b"
"48",358.166666666667,14.8333333333333,87.424062286459,6,283,525,306,336.5,363.25,"map01220","Degradation of aromatic compounds","a"
"CK",697,20.3333333333333,257.992247945554,6,384,1098,530.75,673.5,820.75,"map01220","Degradation of aromatic compounds","a"
"0",72.8333333333333,9,66.2100193827691,6,33,205,35.25,49.5,64.5,"map04975","Fat digestion and absorption","b"
"12",46.1666666666667,5.83333333333333,19.994165815724,6,13,65,36.5,52.5,60.25,"map04975","Fat digestion and absorption","b"
"48",97.1666666666667,15,31.0188114966816,6,70,154,75.25,91,103,"map04975","Fat digestion and absorption","a"
"CK",154.333333333333,20.1666666666667,52.542046654719,6,107,235,110.25,146.5,181.25,"map04975","Fat digestion and absorption","a"
"0",101,9.25,93.0268778364619,6,39,287,51.25,74,84.75,"map00930","Caprolactam degradation","bc"
"12",64.8333333333333,6.5,13.7027977678526,6,48,83,54.5,64.5,74.5,"map00930","Caprolactam degradation","c"
"48",96.5,13.75,25.0499500997507,6,66,141,85.75,93,100.25,"map00930","Caprolactam degradation","b"
"CK",210.666666666667,20.5,83.197756380005,6,129,366,163.75,195.5,217.5,"map00930","Caprolactam degradation","a"
"0",59.5,11.4166666666667,46.6336788169237,6,29,151,34,39,59.75,"map04978","Mineral absorption","ab"
"12",36.5,8.08333333333333,11.7770964163498,6,18,53,32.75,36,42.25,"map04978","Mineral absorption","b"
"48",57.5,12.6666666666667,26.6439486563084,6,26,88,36.75,57,79.5,"map04978","Mineral absorption","ab"
"CK",85.8333333333333,17.8333333333333,36.8967026530375,6,39,132,55.75,93.5,108.75,"map04978","Mineral absorption","a"
"0",12.3333333333333,10.5,20.1758932061673,6,0,52,1.5,3,12,"map04979","Cholesterol metabolism","b"
"12",4.33333333333333,8.5,4.92612085384298,6,0,12,0.25,3,7.25,"map04979","Cholesterol metabolism","b"
"48",26.5,18.25,20.4621601987669,6,3,59,12.75,23.5,36.5,"map04979","Cholesterol metabolism","a"
"CK",7.5,12.75,4.9295030175465,6,3,15,4,5.5,10.75,"map04979","Cholesterol metabolism","ab"
"0",62.5,14.9166666666667,58.1265859998676,6,2,169,28.75,56.5,67.75,"map04971","Gastric acid secretion","a"
"12",37.1666666666667,12.5833333333333,30.6099112489185,6,2,73,11,37,63,"map04971","Gastric acid secretion","ab"
"48",67.8333333333333,16,47.0209173311907,6,23,134,37.75,46.5,103.25,"map04971","Gastric acid secretion","a"
"CK",14.1666666666667,6.5,18.3893084879956,6,0,47,1.5,6.5,20.5,"map04971","Gastric acid secretion","b"
"0",77.3333333333333,14.5,78.5943170125338,6,2,225,31.75,67.5,78.5,"map04972","Pancreatic secretion","ab"
"12",37,10.8333333333333,33.5380381060073,6,2,84,13.75,26,62.25,"map04972","Pancreatic secretion","ab"
"48",93.5,17.3333333333333,58.9838961073275,6,31,178,57.5,71,135.5,"map04972","Pancreatic secretion","a"
"CK",21.6666666666667,7.33333333333333,18.2829611022577,6,1,48,6.25,23,31.5,"map04972","Pancreatic secretion","b"
"0",21.5,11.25,23.5860128042024,6,2,59,2.5,13.5,35,"map04614","Renin-angiotensin system","ab"
"12",9.16666666666667,7.41666666666667,6.30608172058265,6,0,17,5.75,9,13.75,"map04614","Renin-angiotensin system","b"
"48",36.6666666666667,17.1666666666667,23.9555143269074,6,12,72,17,33,52,"map04614","Renin-angiotensin system","a"
"CK",21.8333333333333,14.1666666666667,11.3563491786166,6,7,39,17.25,18.5,28,"map04614","Renin-angiotensin system","ab"
"0",37.1666666666667,11.3333333333333,30.6556139502484,6,6,88,15.75,30.5,50.5,"map05145","Toxoplasmosis","ab"
"12",22.1666666666667,7.5,15.765997166899,6,8,50,12.25,16.5,27.5,"map05145","Toxoplasmosis","b"
"48",59.5,17.0833333333333,34.6049129459966,6,19,102,40,48,89,"map05145","Toxoplasmosis","a"
"CK",41.8333333333333,14.0833333333333,16.2408948850323,6,18,66,34,44,47.25,"map05145","Toxoplasmosis","ab"
"0",69.5,14.8333333333333,66.0083328073055,6,2,191,31.5,63.5,73,"map04970","Salivary secretion","ab"
"12",36.5,10.3333333333333,38.9088678838128,6,2,89,10.5,18.5,67,"map04970","Salivary secretion","ab"
"48",76.3333333333333,16.5,51.4185439959813,6,22,154,46,57,108.5,"map04970","Salivary secretion","a"
"CK",20,8.33333333333333,16.8404275480167,6,1,46,7,22,25.75,"map04970","Salivary secretion","b"
"0",51.8333333333333,14.1666666666667,49.8735066610186,6,9,144,17.5,41,60,"map04613","Neutrophil extracellular trap formation","ab"
"12",30.5,12.0833333333333,21.7784296954578,6,7,61,13.5,28.5,44.25,"map04613","Neutrophil extracellular trap formation","ab"
"48",74.6666666666667,17,58.9870042184435,6,14,154,42.5,47,120.5,"map04613","Neutrophil extracellular trap formation","a"
"CK",15.8333333333333,6.75,21.6464007785744,6,3,59,4.5,6.5,13.75,"map04613","Neutrophil extracellular trap formation","b"
"0",21,11.8333333333333,25.3692727526825,6,0,69,9,9.5,24.25,"map04974","Protein digestion and absorption","ab"
"12",12.3333333333333,10,10.670832519849,6,0,29,5.25,10.5,18,"map04974","Protein digestion and absorption","b"
"48",51,18.5833333333333,43.7035467668243,6,9,120,23.5,32.5,76.75,"map04974","Protein digestion and absorption","a"
"CK",11.6666666666667,9.58333333333333,6.47044563122716,6,5,20,5.75,12,16,"map04974","Protein digestion and absorption","b"
"0",33.5,12.25,40.2579184757483,6,0,107,5.5,22,43,"map05030","Cocaine addiction","ab"
"12",12.8333333333333,7.83333333333333,23.7942570101835,6,0,61,2,2.5,7.5,"map05030","Cocaine addiction","b"
"48",46.8333333333333,16.5833333333333,34.3360840322053,6,7,92,25.25,37,74.25,"map05030","Cocaine addiction","a"
"CK",24.5,13.3333333333333,15.4887055624413,6,5,46,12.5,27,32.5,"map05030","Cocaine addiction","ab"
"0",209.833333333333,14.3333333333333,118.335821570084,6,84,388,114,199,277.25,"map05152","Tuberculosis","ab"
"12",158.166666666667,10.3333333333333,74.6978357562431,6,64,261,101.5,165.5,201,"map05152","Tuberculosis","b"
"48",133.666666666667,7.41666666666667,40.2724057720254,6,66,177,122,134,163.25,"map05152","Tuberculosis","b"
"CK",314.833333333333,17.9166666666667,257.717998336683,6,178,838,188.75,225.5,240.5,"map05152","Tuberculosis","a"
"0",380.833333333333,8.25,409.728405979701,6,152,1213,196.25,233.5,260.25,"map00380","Tryptophan metabolism","b"
"12",225.833333333333,6.75,77.2979085529917,6,82,293,210.75,257.5,266.75,"map00380","Tryptophan metabolism","b"
"48",410.333333333333,14.8333333333333,73.5109969097595,6,329,549,387.25,394,406.75,"map00380","Tryptophan metabolism","a"
"CK",769.166666666667,20.1666666666667,281.832160454883,6,436,1202,566.75,753,913,"map00380","Tryptophan metabolism","a"
"0",534.666666666667,9.33333333333333,594.838017166578,6,193,1737,244.75,312.5,401.25,"map00260","Glycine, serine and threonine metabolism","bc"
"12",290.833333333333,6,103.093000085683,6,137,424,233.5,309,345.5,"map00260","Glycine, serine and threonine metabolism","c"
"48",551.166666666667,15,93.1072857872394,6,402,648,501.5,590.5,600.75,"map00260","Glycine, serine and threonine metabolism","ab"
"CK",1054.66666666667,19.6666666666667,420.344937719805,6,457,1498,750.5,1161,1368.25,"map00260","Glycine, serine and threonine metabolism","a"
"0",103.666666666667,8.83333333333333,121.528048888586,6,22,349,54.25,61.5,72.5,"map00261","Monobactam biosynthesis","bc"
"12",59.8333333333333,7.16666666666667,27.3306909291856,6,14,89,51,61.5,79.5,"map00261","Monobactam biosynthesis","c"
"48",96.5,14,20.9165006633519,6,73,126,81.5,92,111.5,"map00261","Monobactam biosynthesis","ab"
"CK",204.166666666667,20,78.4382984687115,6,95,302,151.75,210.5,258.75,"map00261","Monobactam biosynthesis","a"
"0",1646.5,8.33333333333333,1772.9307657097,6,646,5243,815.25,1025,1152.25,"map01230","Biosynthesis of amino acids","b"
"12",960,6.66666666666667,317.355951574884,6,456,1234,778.75,1104.5,1169.25,"map01230","Biosynthesis of amino acids","b"
"48",1662.83333333333,15.1666666666667,221.792169985026,6,1328,1911,1547.75,1667,1838.75,"map01230","Biosynthesis of amino acids","a"
"CK",3283.66666666667,19.8333333333333,1285.01667952858,6,1567,4742,2272.75,3576.5,4195.5,"map01230","Biosynthesis of amino acids","a"
"0",4343,8.83333333333333,4852.39977742972,6,1884,14195,2012.5,2391,3080.75,"map01110","Biosynthesis of secondary metabolites","b"
"12",2387,6.16666666666667,766.693941543821,6,1103,3034,2028.25,2784,2826.5,"map01110","Biosynthesis of secondary metabolites","b"
"48",4564.16666666667,15.3333333333333,681.885743117325,6,3551,5467,4233.5,4594.5,4947.25,"map01110","Biosynthesis of secondary metabolites","a"
"CK",8605.5,19.6666666666667,3156.73842755462,6,4122,12135,6342,9411,10779,"map01110","Biosynthesis of secondary metabolites","a"
"0",239,10.6666666666667,172.398375862419,6,105,571,135.25,186,247.25,"map03410","Base excision repair","b"
"12",168.666666666667,7.66666666666667,36.9413950287028,6,120,222,143.75,171,187.75,"map03410","Base excision repair","b"
"48",214.166666666667,12,50.7480705708766,6,157,297,182.25,203.5,237.5,"map03410","Base excision repair","b"
"CK",433.166666666667,19.6666666666667,206.431990414923,6,221,796,297.5,398.5,490.5,"map03410","Base excision repair","a"
"0",358.333333333333,8.16666666666667,410.004715420038,6,110,1184,143.5,227,271.5,"map00020","Citrate cycle (TCA cycle)","b"
"12",229.5,6.83333333333333,55.6551884373775,6,147,294,194.5,241,266.5,"map00020","Citrate cycle (TCA cycle)","b"
"48",397.833333333333,15.25,36.2293619412027,6,342,436,375.5,410.5,420.75,"map00020","Citrate cycle (TCA cycle)","a"
"CK",739.166666666667,19.75,286.172267466061,6,367,1048,511.5,793,960.5,"map00020","Citrate cycle (TCA cycle)","a"
"0",72.5,10.8333333333333,78.4850304198196,6,19,211,20,32,101.75,"map04068","FoxO signaling pathway","ab"
"12",29.8333333333333,7.16666666666667,11.6175155117894,6,19,43,20,27,40.75,"map04068","FoxO signaling pathway","b"
"48",78.5,15.4166666666667,36.4513374240233,6,26,135,66,73,93.5,"map04068","FoxO signaling pathway","a"
"CK",87.8333333333333,16.5833333333333,36.9833295778877,6,29,126,67.25,102,109.75,"map04068","FoxO signaling pathway","a"
"0",25.8333333333333,13.0833333333333,33.029784538605,6,3,92,9.75,15.5,19.75,"map00940","Phenylpropanoid biosynthesis","ab"
"12",7.5,6.75,6.6558245169175,6,3,20,3.25,4.5,8.75,"map00940","Phenylpropanoid biosynthesis","b"
"48",12.8333333333333,12.0833333333333,6.17791766428355,6,6,21,9.25,10.5,17.75,"map00940","Phenylpropanoid biosynthesis","ab"
"CK",39.8333333333333,18.0833333333333,22.0673212390328,6,9,66,24,44.5,54.5,"map00940","Phenylpropanoid biosynthesis","a"
"0",79.3333333333333,9,95.6674796713422,6,34,274,36,39,51,"map04626","Plant-pathogen interaction","b"
"12",48.8333333333333,7.66666666666667,27.823850680067,6,25,102,31.75,43.5,49.25,"map04626","Plant-pathogen interaction","b"
"48",77.1666666666667,14.5,17.6001893929204,6,51,99,68.75,76,90,"map04626","Plant-pathogen interaction","ab"
"CK",160,18.8333333333333,70.8463125363628,6,52,216,113.5,195,210.5,"map04626","Plant-pathogen interaction","a"
"0",23.5,12.25,30.9757970034671,6,0,84,5,17.5,20.25,"map04745","Phototransduction - fly","ab"
"12",14.5,11.5833333333333,14.7071411225976,6,1,38,3.25,10,22.75,"map04745","Phototransduction - fly","b"
"48",51.6666666666667,19,40.0233265317448,6,10,117,28.25,38,71,"map04745","Phototransduction - fly","a"
"CK",4.66666666666667,7.16666666666667,5.35412613473634,6,0,14,1.25,2.5,6.75,"map04745","Phototransduction - fly","b"
"0",60.3333333333333,15.0833333333333,64.5497224367903,6,2,182,22,45.5,66,"map04725","Cholinergic synapse","a"
"12",33,12.25,30.5286750449475,6,2,73,10.75,23,58.5,"map04725","Cholinergic synapse","ab"
"48",62.8333333333333,16.9166666666667,44.9373638152781,6,17,131,34,46.5,91.25,"map04725","Cholinergic synapse","a"
"CK",9.33333333333333,5.75,16.3666327223002,6,0,42,0.25,2.5,7.75,"map04725","Cholinergic synapse","b"
"0",18.1666666666667,14.5,15.1975875278502,6,0,45,10.5,18.5,19,"map04740","Olfactory transduction","ab"
"12",21.1666666666667,12.0833333333333,34.5914247562408,6,0,90,1.75,8,18,"map04740","Olfactory transduction","ab"
"48",26.5,16.5833333333333,25.0019999200064,6,4,62,9.5,15,45.25,"map04740","Olfactory transduction","a"
"CK",2.83333333333333,6.83333333333333,3.7638632635454,6,0,10,0.25,2,3,"map04740","Olfactory transduction","b"
"0",83.5,9.75,103.233231083794,6,23,288,28.5,35.5,78.5,"map04066","HIF-1 signaling pathway","bc"
"12",39.6666666666667,6.08333333333333,17.0841056735981,6,16,60,30,38,53.5,"map04066","HIF-1 signaling pathway","c"
"48",111,15.3333333333333,40.8900966005217,6,62,164,81.75,105.5,142.75,"map04066","HIF-1 signaling pathway","ab"
"CK",155.333333333333,18.8333333333333,59.4328753020302,6,74,215,109.75,178,194.5,"map04066","HIF-1 signaling pathway","a"
"0",54.8333333333333,14.9166666666667,58.3109480858155,6,2,166,21.75,42.5,56.5,"map04720","Long-term potentiation","a"
"12",33.8333333333333,11.75,42.8318417379718,6,2,103,6.5,10,57,"map04720","Long-term potentiation","ab"
"48",62.6666666666667,17.1666666666667,42.5143113159165,6,20,137,40.25,47,77,"map04720","Long-term potentiation","a"
"CK",11,6.16666666666667,17.4126390877431,6,0,44,0.25,2.5,13.75,"map04720","Long-term potentiation","b"
"0",32,11.1666666666667,32.3975307701065,6,5,85,10.75,17,48.75,"map05160","Hepatitis C","ab"
"12",18.1666666666667,7.5,10.9802853636263,6,8,34,9.25,15,26,"map05160","Hepatitis C","b"
"48",45.8333333333333,15.6666666666667,26.5059741693579,6,11,81,32.25,39.5,65.5,"map05160","Hepatitis C","a"
"CK",40.3333333333333,15.6666666666667,16.6933120340652,6,14,64,34,43.5,45.5,"map05160","Hepatitis C","a"
"0",509.5,9,569.56079570139,6,191,1663,233,303,366.25,"map00270","Cysteine and methionine metabolism","bc"
"12",290.333333333333,6.5,102.412238851939,6,145,376,213,335.5,367.25,"map00270","Cysteine and methionine metabolism","c"
"48",489.5,14.6666666666667,76.199081359292,6,369,571,453,498,546.75,"map00270","Cysteine and methionine metabolism","ab"
"CK",1047.66666666667,19.8333333333333,392.761844718484,6,454,1449,798.75,1142.5,1346,"map00270","Cysteine and methionine metabolism","a"
"0",100.166666666667,11.25,127.256303052802,6,9,340,20.75,48,120.25,"map05165","Human papillomavirus infection","b"
"12",47.1666666666667,10.4166666666667,20.7211647034298,6,20,73,33.5,45.5,63.5,"map05165","Human papillomavirus infection","b"
"48",181.5,19.4166666666667,145.835180940677,6,58,373,72.5,116,305,"map05165","Human papillomavirus infection","a"
"CK",41.5,8.91666666666667,25.4302968916999,6,9,79,24.25,43.5,53,"map05165","Human papillomavirus infection","b"
"0",1602.5,8.83333333333333,1831.12487285821,6,729,5327,762.25,828,1079,"map01240","Biosynthesis of cofactors","b"
"12",841,6.16666666666667,269.409725139981,6,377,1102,733,929,1013.25,"map01240","Biosynthesis of cofactors","b"
"48",1763.16666666667,15.3333333333333,256.801414845531,6,1337,2117,1705,1774.5,1864.25,"map01240","Biosynthesis of cofactors","a"
"CK",3325.16666666667,19.6666666666667,1232.69938211499,6,1500,4598,2494,3687,4208.75,"map01240","Biosynthesis of cofactors","a"
"0",3430,8.5,3749.30276184786,6,1501,11051,1641.25,2054,2325.75,"map01120","Microbial metabolism in diverse environments","b"
"12",2005.5,6.5,573.752472761556,6,1073,2485,1699,2255,2402.25,"map01120","Microbial metabolism in diverse environments","b"
"48",3389.33333333333,15,535.840150293599,6,2776,4302,3039.75,3382,3521.75,"map01120","Microbial metabolism in diverse environments","a"
"CK",6825.5,20,2529.33293577576,6,3422,9994,4950.5,7256.5,8445.75,"map01120","Microbial metabolism in diverse environments","a"
"0",219.333333333333,8.83333333333333,196.927059254605,6,90,617,134.25,154,168.5,"map03420","Nucleotide excision repair","b"
"12",132.5,6.16666666666667,37.5219935504498,6,79,176,107,147,151,"map03420","Nucleotide excision repair","b"
"48",214.833333333333,15,48.2510794352486,6,172,304,183.5,203,223.25,"map03420","Nucleotide excision repair","a"
"CK",426.333333333333,20,170.652473368149,6,201,620,288.25,478,536.5,"map03420","Nucleotide excision repair","a"
"0",333,9.66666666666667,336.509138063144,6,159,1017,172.5,212,232,"map00030","Pentose phosphate pathway","bc"
"12",177.666666666667,6.5,78.0785928834957,6,47,275,157,179,222,"map00030","Pentose phosphate pathway","c"
"48",276.333333333333,13.6666666666667,54.3752394630742,6,219,378,255.25,259.5,281,"map00030","Pentose phosphate pathway","b"
"CK",588.5,20.1666666666667,208.137214356299,6,315,867,436.25,646.5,679,"map00030","Pentose phosphate pathway","a"
"0",52.1666666666667,10,63.2753243110351,6,4,176,15.25,35.5,49,"map00950","Isoquinoline alkaloid biosynthesis","b"
"12",29.5,7.33333333333333,17.683325479106,6,8,58,17.75,30.5,35,"map00950","Isoquinoline alkaloid biosynthesis","b"
"48",50.3333333333333,14.1666666666667,10.8750478926148,6,37,64,42.25,49.5,59,"map00950","Isoquinoline alkaloid biosynthesis","ab"
"CK",94.5,18.5,42.2267687610596,6,42,142,58.75,102,126.5,"map00950","Isoquinoline alkaloid biosynthesis","a"
"0",54.6666666666667,10.8333333333333,67.851799288351,6,14,187,19.25,20,56,"map00830","Retinol metabolism","bc"
"12",19.3333333333333,5.16666666666667,9.97329768264573,6,12,37,12.25,15,23,"map00830","Retinol metabolism","c"
"48",63.6666666666667,15.3333333333333,20.9634602741691,6,42,98,53.25,54.5,73.75,"map00830","Retinol metabolism","ab"
"CK",91.3333333333333,18.6666666666667,35.9981481005158,6,31,136,79.75,96.5,109.5,"map00830","Retinol metabolism","a"
"0",215.5,9.5,233.668782681812,6,86,689,100,141.5,147,"map00710","Carbon fixation in photosynthetic organisms","bc"
"12",114.5,6.33333333333333,31.8417964317342,6,66,150,98,115.5,139.75,"map00710","Carbon fixation in photosynthetic organisms","c"
"48",169.333333333333,14.1666666666667,21.1060812721516,6,136,192,159.5,170.5,186,"map00710","Carbon fixation in photosynthetic organisms","ab"
"CK",405.166666666667,20,156.572560388679,6,175,585,303.75,467,482.5,"map00710","Carbon fixation in photosynthetic organisms","a"
"0",50.6666666666667,14.75,49.451659897992,6,2,141,20.5,41,59.25,"map04750","Inflammatory mediator regulation of TRP channels","a"
"12",33.1666666666667,12.0833333333333,34.6434216939763,6,2,78,9,17.5,62.75,"map04750","Inflammatory mediator regulation of TRP channels","ab"
"48",54.8333333333333,17,34.0553471082981,6,19,105,32.5,43,78.25,"map04750","Inflammatory mediator regulation of TRP channels","a"
"CK",10.5,6.16666666666667,17.2481883106603,6,0,44,0.25,2.5,11.5,"map04750","Inflammatory mediator regulation of TRP channels","b"
"0",41.8333333333333,11.8333333333333,38.039015059103,6,5,94,16.25,26,71.75,"map05164","Influenza A","ab"
"12",22.6666666666667,7.66666666666667,18.6940275667569,6,8,49,9.25,13.5,36.5,"map05164","Influenza A","b"
"48",66.1666666666667,17.1666666666667,41.8445536081659,6,24,129,32.5,58.5,92,"map05164","Influenza A","a"
"CK",43.1666666666667,13.3333333333333,21.4794475410022,6,14,79,34,43.5,47,"map05164","Influenza A","ab"
"0",77.1666666666667,13.75,80.5516397515697,6,2,231,33.25,64.5,74.75,"map05166","Human T-cell leukemia virus 1 infection","ab"
"12",55.6666666666667,12.5,44.0983748755741,6,5,116,18.5,57.5,83.75,"map05166","Human T-cell leukemia virus 1 infection","ab"
"48",105.333333333333,16.0833333333333,82.6744619980479,6,24,225,50.5,72,164.75,"map05166","Human T-cell leukemia virus 1 infection","a"
"CK",26.3333333333333,7.66666666666667,28.8905982400273,6,4,70,7.25,10.5,45.25,"map05166","Human T-cell leukemia virus 1 infection","b"
"0",41.6666666666667,11.3333333333333,40.8199297729267,6,5,104,13.5,24.5,67.75,"map05169","Epstein-Barr virus infection","ab"
"12",23.3333333333333,7.66666666666667,26.0128173535022,6,6,73,8,11,26.75,"map05169","Epstein-Barr virus infection","b"
"48",54.1666666666667,16,28.1667652858234,6,23,94,38.75,43,74.25,"map05169","Epstein-Barr virus infection","a"
"CK",46.1666666666667,15,24.750084174941,6,14,88,34,46.5,50.75,"map05169","Epstein-Barr virus infection","ab"
"0",73.5,12.3333333333333,111.414092465899,6,0,294,10,33.5,66.75,"map04080","Neuroactive ligand-receptor interaction","ab"
"12",49.6666666666667,12.3333333333333,51.8060485529119,6,3,145,13.75,42,56.75,"map04080","Neuroactive ligand-receptor interaction","ab"
"48",146.166666666667,18.8333333333333,112.913093424397,6,26,290,71.5,107,242.25,"map04080","Neuroactive ligand-receptor interaction","a"
"CK",8.33333333333333,6.5,5.98887858172685,6,3,19,4.25,6.5,10.25,"map04080","Neuroactive ligand-receptor interaction","b"
"0",550,8.5,536.550090858253,6,282,1641,297.5,341.5,393.75,"map00280","Valine, leucine and isoleucine degradation","b"
"12",333.333333333333,6.33333333333333,121.018455892755,6,121,448,291.25,386,396,"map00280","Valine, leucine and isoleucine degradation","b"
"48",601,15,89.162772500635,6,532,770,547,567,614,"map00280","Valine, leucine and isoleucine degradation","a"
"CK",1100.83333333333,20.1666666666667,440.679210613193,6,600,1765,783.25,1044.5,1352.25,"map00280","Valine, leucine and isoleucine degradation","a"
"0",112.833333333333,8.91666666666667,101.810444781794,6,43,316,60.75,78.5,99.25,"map00281","Geraniol degradation","bc"
"12",76.3333333333333,7.08333333333333,29.4799366801672,6,32,113,66,71,97.75,"map00281","Geraniol degradation","c"
"48",122.166666666667,14.4166666666667,21.9856013487616,6,96,153,105.5,121,136.5,"map00281","Geraniol degradation","ab"
"CK",205.666666666667,19.5833333333333,91.1716330152458,6,113,360,139.25,191,240.5,"map00281","Geraniol degradation","a"
"0",468.333333333333,9,557.062533892441,6,161,1600,224,251.5,311.25,"map01250","Biosynthesis of nucleotide sugars","b"
"12",239.166666666667,6,82.9033573907997,6,102,323,206,248,303.5,"map01250","Biosynthesis of nucleotide sugars","b"
"48",460,15.1666666666667,84.9187847298818,6,335,593,431.5,453.5,489,"map01250","Biosynthesis of nucleotide sugars","a"
"CK",900.666666666667,19.8333333333333,311.765724008696,6,454,1171,669.75,1028,1136.5,"map01250","Biosynthesis of nucleotide sugars","a"
"0",163.833333333333,8.91666666666667,200.883465388933,6,44,569,75,78.5,124,"map00040","Pentose and glucuronate interconversions","b"
"12",96.1666666666667,7.41666666666667,38.2801079761626,6,40,139,72.25,102.5,123.75,"map00040","Pentose and glucuronate interconversions","b"
"48",148.666666666667,13.8333333333333,41.3408595298485,6,87,209,132.75,146,168.25,"map00040","Pentose and glucuronate interconversions","ab"
"CK",326.333333333333,19.8333333333333,140.357638433634,6,152,476,202.75,373,421.75,"map00040","Pentose and glucuronate interconversions","a"
"0",311.166666666667,9.16666666666667,336.075239591772,6,125,995,173.5,188.5,198.25,"map03430","Mismatch repair","b"
"12",167.833333333333,5.83333333333333,55.2283139944238,6,97,228,124.25,177.5,209.75,"map03430","Mismatch repair","b"
"48",282.333333333333,15.5,55.0442246440684,6,234,386,254.25,261.5,289.75,"map03430","Mismatch repair","a"
"CK",590,19.5,246.561148602127,6,236,828,408.75,678,770.25,"map03430","Mismatch repair","a"
"0",26.1666666666667,11.6666666666667,41.4314695209652,6,0,109,2.75,14,19.25,"map04520","Adherens junction","ab"
"12",13.6666666666667,11.6666666666667,14.0380435483961,6,0,36,4.25,8.5,21.75,"map04520","Adherens junction","ab"
"48",52.3333333333333,18.0833333333333,49.7299373281997,6,10,118,16.5,30.5,92.5,"map04520","Adherens junction","a"
"CK",8.5,8.58333333333333,15.2151240547029,6,0,39,1,1.5,6.5,"map04520","Adherens junction","b"
"0",67,9.08333333333333,79.0240469730575,6,15,224,22.25,41.5,58.5,"map00960","Tropane, piperidine and pyridine alkaloid biosynthesis","bc"
"12",42.1666666666667,7.41666666666667,22.3554616742009,6,4,60,32,52,57.75,"map00960","Tropane, piperidine and pyridine alkaloid biosynthesis","c"
"48",67.6666666666667,14.3333333333333,11.8434229286413,6,50,78,59.75,72,76.75,"map00960","Tropane, piperidine and pyridine alkaloid biosynthesis","ab"
"CK",119.166666666667,19.1666666666667,49.0159837876041,6,64,176,75.75,120.5,160,"map00960","Tropane, piperidine and pyridine alkaloid biosynthesis","a"
"0",449.5,8.33333333333333,496.37918973301,6,159,1454,207.5,296.5,309,"map00720","Carbon fixation pathways in prokaryotes","b"
"12",263.5,6.66666666666667,76.8368401224309,6,158,328,202.5,302,316.75,"map00720","Carbon fixation pathways in prokaryotes","b"
"48",465,14.8333333333333,61.2666303953465,6,387,567,432,464,481,"map00720","Carbon fixation pathways in prokaryotes","a"
"CK",916.833333333333,20.1666666666667,339.72542834864,6,528,1320,607.75,967,1165,"map00720","Carbon fixation pathways in prokaryotes","a"
"0",9.83333333333333,9.75,10.1472492167418,6,1,29,3.25,8.5,10,"map00965","Betalain biosynthesis","bc"
"12",5.33333333333333,6.66666666666667,6.21825270205921,6,0,17,1.5,3.5,6.25,"map00965","Betalain biosynthesis","c"
"48",19,15.75,8.8090862182181,6,7,32,15.25,17,24,"map00965","Betalain biosynthesis","ab"
"CK",23.5,17.8333333333333,11.9624412224261,6,4,34,17.5,26.5,33.25,"map00965","Betalain biosynthesis","a"
"0",36,8.58333333333333,36.1164782336263,6,16,109,18.25,21.5,28.5,"map00966","Glucosinolate biosynthesis","b"
"12",19.8333333333333,6.08333333333333,10.2453241367302,6,4,28,13.5,24.5,27.25,"map00966","Glucosinolate biosynthesis","b"
"48",43.3333333333333,16.4166666666667,6.15358973824764,6,35,52,41,41.5,47.25,"map00966","Glucosinolate biosynthesis","a"
"CK",78.1666666666667,18.9166666666667,36.9833295778878,6,32,116,46.5,86.5,107.75,"map00966","Glucosinolate biosynthesis","a"
